adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,"{'id': 945, 'name': 'Lethal Weapon Collection', 'poster_path': '/5zg6QLY0tdDLVHLwn28oowG3m8H.jpg', 'backdrop_path': '/bSLbqUqs5FzBOb1aO9v7qz71R0U.jpg'}",15000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,941,tt0093409,en,Lethal Weapon,"Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",13.183804,/drp80fBSWhz0vAmzUibXDyn0Pjo.jpg,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/6/87,120207127,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,If these two can learn to stand each other... the bad guys don't stand a chance.,Lethal Weapon,FALSE,7,1367
FALSE,"{'id': 945, 'name': 'Lethal Weapon Collection', 'poster_path': '/5zg6QLY0tdDLVHLwn28oowG3m8H.jpg', 'backdrop_path': '/bSLbqUqs5FzBOb1aO9v7qz71R0U.jpg'}",25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,942,tt0097733,en,Lethal Weapon 2,"In the opening chase, Martin Riggs and Roger Murtaugh stumble across a trunk full of Krugerrands. They follow the trail to a South African diplomat who's using his immunity to conceal a smuggling operation. When he plants a bomb under Murtaugh's toilet, the action explodes!",12.834276,/7XAusKpFNv8x9sHpFLAS2lWCT8l.jpg,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/7/89,227853986,114,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'af', 'name': 'Afrikaans'}]",Released,The magic is back!,Lethal Weapon 2,FALSE,6.7,1066
FALSE,"{'id': 945, 'name': 'Lethal Weapon Collection', 'poster_path': '/5zg6QLY0tdDLVHLwn28oowG3m8H.jpg', 'backdrop_path': '/bSLbqUqs5FzBOb1aO9v7qz71R0U.jpg'}",35000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,943,tt0104714,en,Lethal Weapon 3,"Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",10.786007,/pr5RcT2TdJ09PkETdhRiwixf8PW.jpg,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/15/92,321731527,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The magic is back again!,Lethal Weapon 3,FALSE,6.4,824
FALSE,"{'id': 89151, 'name': 'The Gremlins Collection', 'poster_path': '/yiZ18XZHFNjFfEDnEkFCrHVHXcn.jpg', 'backdrop_path': '/2Oz7EyiM9nNeP7appRFkMZNeYRo.jpg'}",11000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",,927,tt0087363,en,Gremlins,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.",11.333125,/gXDHxQ92qyF6LUYwn6xuK2L8TYW.jpg,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/7/84,153083102,106,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"Don't get him wet, keep him out of bright light, and never feed him after midnight.",Gremlins,FALSE,6.9,1629
FALSE,"{'id': 89151, 'name': 'The Gremlins Collection', 'poster_path': '/yiZ18XZHFNjFfEDnEkFCrHVHXcn.jpg', 'backdrop_path': '/2Oz7EyiM9nNeP7appRFkMZNeYRo.jpg'}",50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",,928,tt0099700,en,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",14.383185,/mkWD9W27JYmQPbgcryPBdI2cF4r.jpg,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/15/90,41482207,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Here they grow again.,Gremlins 2: The New Batch,FALSE,6.3,664
FALSE,,92620000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",,19,tt0017136,de,Metropolis,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",14.487867,/qriaeUUwdmlgethK3aSAx68mG05.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universum Film (UFA)', 'id': 12372}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1/10/27,650422,153,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,There can be no understanding between the hands and the brain unless the heart acts as mediator.,Metropolis,FALSE,8,666
FALSE,"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg', 'backdrop_path': '/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg'}",40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.backtothefuture.com/movies/backtothefuture2,165,tt0096874,en,Back to the Future Part II,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",13.689855,/k5dzvCQkXU2CAhLtlj9BHE7xmyK.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/20/89,332000000,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Roads? Where we're going, we don't need roads!",Back to the Future Part II,FALSE,7.4,3926
FALSE,"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg', 'backdrop_path': '/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg'}",40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.backtothefuture.com/movies/backtothefuture3,196,tt0099088,en,Back to the Future Part III,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",13.043999,/6DmgPTZYaug7QNDjOhUDWyjOQDl.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/25/90,244527583,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They've saved the best trip for last... But this time they may have gone too far.,Back to the Future Part III,FALSE,7.1,2978
FALSE,"{'id': 372257, 'name': 'The Poseidon Adventure Collection', 'poster_path': None, 'backdrop_path': None}",5000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",,551,tt0069113,en,The Poseidon Adventure,The Poseidon Adventure was one of the first Catastrophe films and began the Disaster Film genre. Director Neame tells the story of a group of people that must fight for their lives aboard a sinking ship. Based on the novel by Paul Gallico.,10.341849,/3Ypk0OLrECSp7tqQFLMppGBrHfo.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Kent Productions', 'id': 10281}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/1/72,84563118,117,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who will survive-in one of the greatest escape adventures ever!,The Poseidon Adventure,FALSE,7.3,274
FALSE,,2000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,346,tt0047478,ja,七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.",15.01777,/v6xrz4fr92KY1oNC3HsEvrsvR1n.jpg,"[{'name': 'Toho Company', 'id': 882}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",4/26/54,271841,207,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,The Mighty Warriors Who Became the Seven National Heroes of a Small Town,Seven Samurai,FALSE,8.2,892
FALSE,,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",,841,tt0087182,en,Dune,"In the year 10,191, the world is at war for control of the desert planet Dune – the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",9.261189,/ngUaHgSZGkKy1Izwjk7qwZLOC5A.jpg,"[{'name': 'Dino De Laurentiis Company', 'id': 10308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/14/84,30925690,137,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"A world beyond your experience, beyond your imagination.",Dune,FALSE,6.5,576
FALSE,"{'id': 230, 'name': 'The Godfather Collection', 'poster_path': '/7SJVjEDoo7xH62TS8stkqRk4Byo.jpg', 'backdrop_path': '/3WZTxpgscsmoUk81TuECXdFOD0R.jpg'}",54000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.imdb.com/title/tt0099674/,242,tt0099674,en,The Godfather: Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",17.185349,/1hdm3Axw9LjITbApvAXBbqO58zE.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",12/24/90,136766062,162,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,All the power on earth can't change destiny.,The Godfather: Part III,FALSE,7.1,1589
FALSE,,1227401,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",,1411,tt0102757,en,The Rapture,"A lonely telephone operator leading an empty, amoral life finds God — only to have her faith continually tested in ways beyond what she could ever have imagined.",8.319631,/pkAn82RrSS0pJ0PktCSzr6fxyaP.jpg,"[{'name': 'Fine Line Features', 'id': 8}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/4/91,1277401,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"""It goes places movies seldom dare to go.""",The Rapture,FALSE,6.4,15
FALSE,,160000,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",,1779,tt0098213,en,Roger & Me,"A documentary about the closure of General Motors' plant at Flint, Michigan, which resulted in the loss of 30,000 jobs. Details the attempts of filmmaker Michael Moore to get an interview with GM CEO Roger Smith.",4.877009,/kTaqM1mxJCgDq7nhc7zHvtR3LPk.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Dog Eat Dog Films', 'id': 26137}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/1/89,6706368,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Roger & Me,FALSE,7.4,92
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,678,tt0039689,en,Out of the Past,"Jeff Bailey seems to be a mundane gas station owner in remote Bridgeport, CA. He is dating local girl Ann Miller and lives a quiet life. But Jeff has a secret past, and when a mysterious stranger arrives in town, Jeff is forced to return to the dark world he had tried to escape.",5.34379,/yAnhMsPxDNjAEhOZ9iNlgU29Zfc.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/13/47,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A MAN - Trying to run away from his past... A WOMAN - Trying to escape her future...,Out of the Past,FALSE,7.6,111
FALSE,,11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,907,tt0059113,en,Doctor Zhivago,Doctor Zhivago is the filmed adapation of the Russian novel by Boris Pasternak from director David Lean that was an international success and today deemed a classic. Omar Sharif and Julie Christie play two protagonists who in fact love each other yet because of their current situation cannot find a way be together.,8.489499,/lP1Mn1sQ9FiSNovCyZonhKjjkRM.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",12/22/65,111858363,197,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,"Turbulent were the times and fiery was the love story of Zhivago, his wife and the passionate, tender Lara.",Doctor Zhivago,FALSE,7.4,252
FALSE,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",http://www.orionpictures.com/view/movie/633/Fanny-And-Alexander/,5961,tt0083922,sv,Fanny och Alexander,"Through the eyes of ten-year-old Alexander, we witness the delights and conflicts of the Ekdahl family, a sprawling bourgeois clan in turn-of-the-twentieth-century Sweden.",5.472431,/Tn5IdM6XyCls0XekJk0BYKxpHQ.jpg,"[{'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Cinematograph AB', 'id': 7445}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Tobis Filmkunst', 'id': 7448}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}]",12/17/82,4971340,188,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'yi', 'name': ''}]",Released,,Fanny & Alexander,FALSE,7.3,138
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,2887,tt0106273,en,And the Band Played On,The story of the discovery of the AIDS epidemic and the political infighting of the scientific community hampering the early fight with it.,2.643288,/cpOtoT57nSeVA0FrbvnicEuJqPs.jpg,"[{'name': 'HBO Films', 'id': 7429}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/11/93,0,140,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,And the Band Played On,FALSE,5.8,24
FALSE,"{'id': 63043, 'name': 'TRON Collection', 'poster_path': '/cvFlDIfOwhYe4ouAAfdyq9E5zlZ.jpg', 'backdrop_path': '/o8NBfffQPE9tHTR9l7FuWbdVPHu.jpg'}",17000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",,97,tt0084827,en,Tron,"As Kevin Flynn searches for proof that he invented a hit video game, he is ""digitalized"" by a laser and finds himself inside The Grid, where programs suffer under the tyrannical rule of the Master Control Program. With the help of TRON, a security program, Flynn seeks to free The Grid from the MCP.",16.574021,/cTF8lpXvAwT1SLH9kVFZZl0AO0D.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Lisberger/Kushner', 'id': 558}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/9/82,33000000,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A world inside the computer where man has never been.  Until now.,Tron,FALSE,6.6,717
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",,2107,tt0102250,en,L.A. Story,"With the help of a talking freeway billboard, a ""wacky weatherman"" tries to win the heart of an English newspaper reporter, who is struggling to make sense of the strange world of early-90s Los Angeles.",7.775188,/nWoF3yzKMoisiGybTPx1a4xaIKl.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'L.A. Films', 'id': 960}, {'name': 'Carolco Pictures', 'id': 14723}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/8/91,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,L.A. Story,FALSE,6.4,88
FALSE,,10000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,227,tt0086066,en,The Outsiders,"When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",6.435926,/35K8ItoRuD7i0VBqjj8bEX0Ct6E.jpg,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/25/83,33697647,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.,The Outsiders,FALSE,6.9,293
